Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
9741510Y;Ecole primaire publique  Evenor Lucas;Ecole;Public;11 rue du Grand Hôtel;BOUCAN CANOT;97434 ST PAUL;97434;97415;Saint-Paul;974;28;04;1;1;;;;0262540776;;;ce.9741510Y@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974015600928;;;-21.032202209750835, 55.23002582118666;SANS OBJET;La Réunion;La Réunion;La Réunion;316066.3;7673268.6;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 1;-21.032202209750835;55.23002582118666;Numéro de rue;2006-08-15;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740932V;;;9740059W;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9741536B;Ecole élémentaire publique Paul Salomon II;Ecole;Public;87 chemin Cannes Purisies;;97450 ST LOUIS;97450;97414;Saint-Louis;974;28;04;0;1;;;;0262341805;;;ce.9741536B@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974014900428;;;-21.282424010463476, 55.431647449542915;SANS OBJET;La Réunion;La Réunion;La Réunion;337296.5;7645786.8;EPSG:2975;Circonscription d'inspection du 1er degré Saint-Louis/Cilaos;-21.282424010463476;55.431647449542915;Numéro de rue;2007-08-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741189Z;;;9740058V;974003;BASSIN D'EDUCATION ET DE FORMATION SUD;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741568L;Ecole maternelle publique Ann Mary Gaudin De Lagrange;Ecole;Public;29 rue Emery Talvy;;97438 STE MARIE;97438;97418;Sainte-Marie;974;28;04;1;0;;;;0262217171;;;ce.9741568L@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974018000050;;;-20.89443879524138, 55.554341812666316;SANS OBJET;La Réunion;La Réunion;La Réunion;349637.1;7688858.4;EPSG:2975;Circonscription d'inspection du 1er degré de Sainte Marie;-20.89443879524138;55.554341812666316;Numéro de rue;2010-08-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;9740921H;;;9740088C;;;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741576V;Ecole primaire publique Ravine Sheunon;Ecole;Public;159 chemin Charbonnier;BP 97427;97427 L ETANG SALE;97427;97404;L'Etang-Salé;974;28;04;1;1;;;;0262224390;;;ce.9741576V@ac-reunion.fr;1;0;0;;;;;;;;;;;;;;;21974004000247;;;-21.255733295980605, 55.36767075841036;SANS OBJET;La Réunion;La Réunion;La Réunion;330627.6;7648674.4;EPSG:2975;Circonscription d'inspection du 1er degré Avirons-l'étang-salé-Le Gol;-21.255733295980605;55.36767075841036;Numéro de rue;2011-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741387P;;;9741362M;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741577W;Ecole primaire publique Ary Payet;Ecole;Public;42 rue Alain Peters;;97440 ST ANDRE;97440;97409;Saint-André;974;28;04;1;1;;;;0262373662;;;ce.9741577W@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974009900433;;;-20.9760194420433, 55.6509860704117;SANS OBJET;La Réunion;La Réunion;La Réunion;359766.5;7679915.3;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-André;-20.9760194420433;55.6509860704117;Numéro de rue;2011-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9741324W;;;9740010T;;;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741578X;Ecole primaire publique Suzie Bomel;Ecole;Public;310 rue Leconte de Lisle;Fayard / BP 97440;97440 ST ANDRE;97440;97409;Saint-André;974;28;04;1;1;;;;0262200158;;;ce.9741578X@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP;;21974009900458;;;-20.944866264794086, 55.6580786919999;SANS OBJET;La Réunion;La Réunion;La Réunion;360475.0;7683370.0;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-André;-20.944866264794086;55.6580786919999;Numéro de rue;2012-03-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740703W;;;9740010T;;;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9741625Y;Ecole primaire privée Jean Marquet;Ecole;Privé;25 lotissement Grande Montagne;;97419 LA POSSESSION;97419;97408;La Possession;974;28;04;1;1;;;;0692069158;;;ecolejeanmarquet@gmail.com;1;0;0;;;;;;;;;;;;;;;;;;-20.938569637500745, 55.33949448249842;HORS CONTRAT;La Réunion;La Réunion;La Réunion;327337.0;7683756.7;EPSG:2975;Circonscription d'inspection du 1er degré de La Possession;-20.938569637500745;55.33949448249842;Numéro de rue;2016-09-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9741083J;;;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9741629C;Ecole primaire publique Aimé Césaire;Ecole;Public;24 rue des Oliviers;Bois d'Olives;97432 ST PIERRE;97432;97416;Saint-Pierre;974;28;04;1;1;;;;0262915200;;;ce.9741629C@ac-reunion.fr;1;0;0;;;;;;;;;;;;;REP+;;21974016400591;;;-21.296861787167042, 55.45909134288751;SANS OBJET;La Réunion;La Réunion;La Réunion;340159.7;7644216.5;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Pierre 1;-21.296861787167042;55.45909134288751;Numéro de rue;2016-10-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;9740027L;;;9740056T;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741641R;Ecole élémentaire privée Montessori Les petits matelots;Ecole;Privé;71 bis chemin du milieu;Sainte Clotilde;97490 ST DENIS;97490;97411;Saint-Denis;974;28;04;1;1;;;;0692705806;;;hissehaut974@gmail.com;0;0;0;;;;;;;;;;;;;;;;;;-20.92496603383211, 55.49231364387307;HORS CONTRAT;La Réunion;La Réunion;La Réunion;343216.2;7685419.7;EPSG:2975;Circonscription d'inspection du 1er degré de Sainte Marie;-20.92496603383211;55.49231364387307;Numéro de rue;2017-09-04;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740088C;;;;
9741645V;Ecole primaire privée Montessori de Saint Denis;Ecole;Privé;15 rue Mazagran;ST DENIS;97400 ST DENIS;97400;97411;Saint-Denis;974;28;04;1;1;;;;0692426819;;;ecole@montesourire.com;0;0;0;;;;;;;;;;;;;;;;;;-20.8875297719956, 55.45527411409149;HORS CONTRAT;La Réunion;La Réunion;La Réunion;339323.9;7689527.3;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Denis 3;-20.8875297719956;55.45527411409149;Numéro de rue;2018-04-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740086A;;;;
9741648Y;Ecole internationale privée bilingue Ma Kindy St Gilles les Bains;Ecole;Privé;48 avenue du Capricorne;ST GILLES LES BAINS;97434 ST PAUL;97434;97415;Saint-Paul;974;28;04;1;1;;;;0693035061;;;admin@makindy.com;0;0;0;;;;;;;;;;;;;;;78842275600023;;;-21.063689370664363, 55.22667821326853;HORS CONTRAT;La Réunion;La Réunion;La Réunion;315757.1;7669778.7;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 1;-21.063689370664363;55.22667821326853;Numéro de rue;2017-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740059W;;;;
9741657H;Ecole primaire privée le jardin des colibris;Ecole;Privé;80 avenue de la commune de Paris;;97420 LE PORT;97420;97407;Le Port;974;28;04;1;1;;;;0692320086;;;emmanouvelleecole@hotmail.com;1;0;0;;;;;;;;;;;;;;;;;;-20.939199423176557, 55.29085408850994;HORS CONTRAT;La Réunion;La Réunion;La Réunion;322278.9;7683633.8;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Paul 1;-20.939199423176557;55.29085408850994;Numéro de rue;2018-08-17;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740059W;;;;
9741659K;Ecole primaire privée Montessori de La Possession;Ecole;Privé;1 rue Rosa Parks;;97419 LA POSSESSION;97419;97408;La Possession;974;28;04;1;1;;;;0693702694;;;secretariatmpslapossession@gmail.com;1;0;0;;;;;;;;;;;;;;;;;;-20.943941650461532, 55.33145834526328;HORS CONTRAT;La Réunion;La Réunion;La Réunion;326507.4;7683153.3;EPSG:2975;Circonscription d'inspection du 1er degré de La Possession;-20.943941650461532;55.33145834526328;Numéro de rue;2013-09-05;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9741083J;;;;
9741823N;Ecole primaire privée Montessori les Vacoas Saint Pierre;Ecole;Privé;25 impasse des moutardiers;MONT VERT;97410 ST PIERRE;97410;97416;Saint-Pierre;974;28;04;1;1;;;;0692760753;;;ecolemontessorisudreunion@gmail.com;1;0;0;;;;;;;;;;;;;;;;;;-21.32040540918444, 55.53760942120213;HORS CONTRAT;La Réunion;La Réunion;La Réunion;348330.0;7641687.7;EPSG:2975;Circonscription d'inspection du 1er degré de Saint-Pierre 2;-21.32040540918444;55.53760942120213;Numéro de rue;2021-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;9740857N;;;;
9741649Z;Collège privé catholique Levavasseur;Collège;Privé;215 rue Anne Mousse;Beauséjour;;97438;97418;Sainte-Marie;974;28;04;;;0;0;0;0262 97 10 07;;https://ensemble-scolaire-levavasseur.re/;college@levavasseur.re;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;31566803800021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17261;-20.93345932173167, 55.534953217430285;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;347659.6;7684520.6;EPSG:2975;;-20.93345932173167;55.534953217430285;Numéro de rue;2018-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741087N;Lycée polyvalent Boisjoly Potier;Lycée;Public;1 rue Ignaz Pleyel;CS 91007;;97839;97422;Le Tampon;974;28;04;;;1;1;1;02 62 57 90 30;02 62 27 27 05;https://etab.ac-reunion.fr/lyc-boisjoly-potier;ce.9741087n@ac-reunion.fr;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;;1;19974480600019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3955;-21.249857133024022, 55.524731982853666;SANS OBJET;La Réunion;La Réunion;La Réunion;346921.2;7649485.2;EPSG:2975;;-21.249857133024022;55.524731982853666;Numéro de rue;1993-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741206T;Lycée polyvalent de Bois d'Olive;Lycée;Public;112 avenue Laurent Vergès;BP 71;;97432;97416;Saint-Pierre;974;28;04;;;1;1;1;02 62 49 89 60;02 62 49 89 61;https://etab.ac-reunion.fr/lyc-bois-d-olive;ce.9741206t@ac-reunion.fr;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;;1;19974120800011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11288;-21.298387733913355, 55.45734818298069;SANS OBJET;La Réunion;La Réunion;La Réunion;339980.5;7644045.8;EPSG:2975;;-21.298387733913355;55.45734818298069;Numéro de rue;1996-07-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740027L;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741060J;Lycée agricole privé Cluny;Lycée;Privé;4 chemin des Trois Frères;BP 23;;97441;97420;Sainte-Suzanne;974;28;04;;;0;0;1;02 62 98 06 26;02 62 52 33 50;http://www.lyceecluny-saintesuzanne.fr;sainte-suzanne@cneap.fr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;0;31540205700014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4948;-20.906294034248045, 55.6058060774096;SOUS CONTRAT ETABLISSEMENT AGRICOLE;La Réunion;La Réunion;La Réunion;355002.1;7687593.4;EPSG:2975;;-20.906294034248045;55.6058060774096;Numéro de rue;1990-01-01;2025-12-07;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;60;;;;;;;;
9741235Z;Collège Émilien Adam de Villiers;Collège;Public;8 A chemin départemental 29;;;97410;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 31 09 28;02 62 31 24 00;https://etab.ac-reunion.fr/clg-adam-de-villiers;ce.9741235z@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19974967200010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1013;-21.339917859459256, 55.516590132774986;SANS OBJET;La Réunion;La Réunion;La Réunion;346170.0;7639507.2;EPSG:2975;;-21.339917859459256;55.516590132774986;Numéro de rue;1998-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740811N;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740734E;Collège François Mahé de la Bourdonnais;Collège;Public;40 rue de Kerveguen;;;97490;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 27 65;02 62 28 85 71;https://etab.ac-reunion.fr/clg-mahe-de-labourdonnais;ce.9740734e@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19974734600013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3956;-20.88777310526711, 55.49644953313609;SANS OBJET;La Réunion;La Réunion;La Réunion;343607.8;7689541.0;EPSG:2975;;-20.88777310526711;55.49644953313609;Numéro de rue;1977-03-18;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741260B;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741185V;Lycée général et technologique le Verger;Lycée;Public;1 avenue des Corossols;BP 31;;97438;97418;Sainte-Marie;974;28;04;;;1;1;0;02 62 53 20 60;02 62 53 20 69;https://etab.ac-reunion.fr/lyc-le-verger;ce.9741185v@ac-reunion.fr;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974108300018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1019;-20.899914916172104, 55.54581910702997;SANS OBJET;La Réunion;La Réunion;La Réunion;348756.0;7688244.2;EPSG:2975;;-20.899914916172104;55.54581910702997;Numéro de rue;1996-07-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740022F;Collège Adrien Cerneau;Collège;Public;1 rue Noël Tessier;;;97438;97418;Sainte-Marie;974;28;04;;;0;0;0;02 62 53 40 54;02 62 53 45 31;https://etab.ac-reunion.fr/clg-adrien-cerneau;ce.9740022f@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19974022600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11632;-20.894983725869047, 55.55265817027803;SANS OBJET;La Réunion;La Réunion;La Réunion;349462.5;7688796.5;EPSG:2975;;-20.894983725869047;55.55265817027803;Numéro de rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740070H;Collège du 14e km;Collège;Public;98 chemin Armanette;;;97430;97422;Le Tampon;974;28;04;;;0;0;0;02 62 27 34 52;02 62 43 81 08;https://etab.ac-reunion.fr/clg-14eme;ce.9740070h@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974070500017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.795;-21.25071879371023, 55.524926718312706;SANS OBJET;La Réunion;La Réunion;La Réunion;346942.3;7649390.0;EPSG:2975;;-21.25071879371023;55.524926718312706;Numéro de rue;1991-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740053P;Lycée polyvalent Georges Brassens;Lycée;Public;16 avenue Georges Brassens;BP 253;;97493;97411;Saint-Denis;974;28;04;;;1;1;1;02 62 92 47 10;02 62 29 09 91;https://lycee-georgesbrassens.re/;ce.9740053p@ac-reunion.fr;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;;1;19974053100017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3960;-20.903930582270327, 55.484215181472436;SANS OBJET;La Réunion;La Réunion;La Réunion;342351.9;7687740.4;EPSG:2975;;-20.903930582270327;55.484215181472436;Numéro de rue;1990-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741260B;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740054R;Lycée général et technologique Lislet Geoffroy;Lycée;Public;15 rue Christol de Sigoyer;Cité scolaire du Butor, BP 50002;;97491;97411;Saint-Denis;974;28;04;;;1;1;0;02 62 90 72 00;02 62 90 72 25;http://lycee-lgeoffroy.ac-reunion.fr;ce.9740054r@ac-reunion.fr;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;;1;19974054900019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14258;-20.89056698757068, 55.467240245510105;SANS OBJET;La Réunion;La Réunion;La Réunion;340572.0;7689203.0;EPSG:2975;;-20.89056698757068;55.467240245510105;Rue;1966-05-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9740045F;Lycée polyvalent Antoine de Saint-Exupéry;Lycée;Public;20 rue du lycée;BP 28;;97425;97401;Les Avirons;974;28;04;;;1;1;1;02 62 38 09 16;02 62 38 19 87;https://etab.ac-reunion.fr/lyc-antoine-de-saint-exupery;ce.9740045f@ac-reunion.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;;1;19974045700015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.794;-21.239266851256666, 55.33616153780805;SANS OBJET;La Réunion;La Réunion;La Réunion;327338.3;7650463.3;EPSG:2975;;-21.239266851256666;55.33616153780805;Numéro de rue;1990-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741387P;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740654T;Collège Joseph Suacot;Collège;Public;3 rue du Gymnase;BP 25;;97429;97405;Petite-Ile;974;28;04;;;0;0;0;02 62 56 79 30;02 62 56 79 39;https://etab.ac-reunion.fr/clg-joseph-suacot;ce.9740654t@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974654600019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3959;-21.347309655405766, 55.56241234650612;SANS OBJET;La Réunion;La Réunion;La Réunion;350930.0;7638733.0;EPSG:2975;;-21.347309655405766;55.56241234650612;Numéro de rue;1975-04-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740952S;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741581A;Collège du 12e km;Collège;Public;94 rue Georges Pompidou;CS 11017;;97418;97422;Le Tampon;974;28;04;;;0;0;0;02 62 34 57 80;02 62 32 85 29;https://etab.ac-reunion.fr/clg-12eme;ce.9741581A@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;20003360300016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16509;-21.259076057452123, 55.52253077478172;SANS OBJET;La Réunion;La Réunion;La Réunion;346702.3;7648462.5;EPSG:2975;;-21.259076057452123;55.52253077478172;Rue;2013-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741581A;;;;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9741208V;Collège Elie Wiesel du Chaudron;Collège;Public;1 rue de Bridet;BP 286;;97494;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 24 32;02 62 28 07 06;https://etab.ac-reunion.fr/clg-elie-wiesel;ce.9741208v@ac-reunion.fr;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19974121600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15546;-20.89304067605612, 55.48490997321719;SANS OBJET;La Réunion;La Réunion;La Réunion;342412.8;7688946.6;EPSG:2975;;-20.89304067605612;55.48490997321719;Numéro de rue;1996-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD
9741261C;Collège Terrain Fayard;Collège;Public;1395 chemin du Centre;;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 58 83 83;02 62 58 83 84;https://etab.ac-reunion.fr/clg-terrain-fayard;ce.9741261c@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974977100010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15049;-20.947674402028134, 55.65675445000811;SANS OBJET;La Réunion;La Réunion;La Réunion;360339.9;7683058.0;EPSG:2975;;-20.947674402028134;55.65675445000811;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740703W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST
9740596E;Collège Antoine Soubou;Collège;Public;264 rue Marius et Ary Leblond;;;97460;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 45 45 35;02 62 45 61 55;https://etab.ac-reunion.fr/clg-antoine-soubou;ce.9740596e@ac-reunion.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;0;19974596900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3957;-21.0000851782693, 55.2808228749891;SANS OBJET;La Réunion;La Réunion;La Réunion;321308.0;7676882.0;EPSG:2975;;-21.0000851782693;55.2808228749891;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740093H;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
9740620F;Collège Michel Debré;Collège;Public;5 rue du collège;;;97418;97422;Le Tampon;974;28;04;;;0;0;0;02 62 27 52 32;02 62 59 02 16;https://etab.ac-reunion.fr/clg-michel-debre;ce.9740620f@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974620700026;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13985;-21.217926638351067, 55.553958422407185;SANS OBJET;La Réunion;La Réunion;La Réunion;349922.0;7653048.0;EPSG:2975;;-21.217926638351067;55.553958422407185;Numéro de rue;1974-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD
9740932V;Collège les Aigrettes;Collège;Public;11 route du Théâtre;;;97434;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 24 58 58;02 62 24 49 59;https://etab.ac-reunion.fr/clg-les-aigrettes;ce.9740932v@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19974932600013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13998;-21.039353273479005, 55.222335890774694;SANS OBJET;La Réunion;La Réunion;La Réunion;315275.8;7672468.0;EPSG:2975;;-21.039353273479005;55.222335890774694;Numéro de rue;1986-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST
